732	15	733	15	734	15	735	5	736	5	737	5	738	0	739	0
712	15	715	15	718	15	721	10	724	10	727	10	729	0	713	0
712	15	715	15	718	15	721	10	724	10	727	10	729	5	713	5
712	15	715	15	718	15	721	15	724	15	727	15	729	5	713	5
712	15	715	15	718	15	721	15	724	15	727	15	729	10	713	10
712	10	715	10	718	10	721	15	724	15	727	15	729	15	713	15
712	5	715	5	718	5	721	10	724	10	727	10	729	15	713	15
															
															
															
															
															
															
															
															
	748	15	749	15	750	15	751	15	752	15	753	15	754	15	755
	748	15	749	15	750	15	751	15	752	15	753	15	754	15	755
	748	15	749	15	750	15	751	15	752	15	753	15	754	15	755
	748	15	749	15	750	15	751	15	752	15	753	15	754	15	755
	748	15	749	15	750	15	751	15	752	15	753	15	754	15	755
	748	10	749	10	750	10	751	10	752	10	753	10	754	10	755
	748	5	749	5	750	5	751	5	752	5	753	5	754	5	755
