goodsId	targetId	content
物品ID	npcId	喊话内容
6300508	01n118	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300508	01n119	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300508	01n120	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300508	01n121	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300508	01n122	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300508	01n123	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300508	01n124	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300508	01n125	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300508	01n126	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301508	01n118	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301508	01n119	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301508	01n120	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301508	01n121	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301508	01n122	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301508	01n123	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301508	01n124	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301508	01n125	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301508	01n126	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6302508	01n118	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6302508	01n119	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6302508	01n120	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6302508	01n121	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6302508	01n122	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6302508	01n123	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6302508	01n124	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6302508	01n125	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6302508	01n126	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300506	01n118	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300506	01n119	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300506	01n120	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300506	01n121	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300506	01n122	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300506	01n123	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300506	01n124	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300506	01n125	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6300506	01n126	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
6301506	01n118	[\C]ffffffff[C]玩家[\C]ff1cfffc[C]{0}[\C]ffffffff[C]在门派领地一举击杀[\C]ffff38b6[C]{1}[\C]ffffffff[C]，获得了{2}[\C]ffffffff[C]，神威凛凛，叱咤风云！
